Text,Label
"Knowing the answer to this question is generally not as useful as it may seem. The stock's current price is the consensus of thousands of people who are looking at the many relevant factors (dividend rate, growth prospects, volatility, risk, industry, etc.) that determine its value. A stock's price is the market's valuation of the cash flows it entitles you to in the future. Researching a stock's value means trying to figure out if there is something relevant to these cash flows that the market doesn't know about or has misjudged.",Human
"Pretty much anything we can list for you here that will affect a stock's price is something the market knows about, so it's not likely to help you know if something is mispriced. Therefore it's not useful to you. If you are not a true expert on how important the relevant factors are and how the market is reacting to them currently (and often even if you are), then you are essentially guessing. How likely are you to catch something that the thousands of other investors have missed and how likely are you to miss something that other investors have understood?",Human
"I don't view gambling as inherently evil, but you should be clear and honest with yourself about what you are doing if you are trying to outperform the market. As people become knowledgeable about and experienced with finance, they try less and less to be the one to find an undervalued stock in their personal portfolio. Instead they seek to hold a fully diversified portfolio with low transactions costs and build wealth in the long term without wasting time and money on the guessing game. My suggestion for you is to transition as quickly as you can to behave like someone who knows a lot about finance.",Human
You don't have to provide your personal home address per se. You can provide a legal address where Companies house can send across paper correspondence to. Companies house legally requires an address because directors are liable to their shareholders(even if you are the only shareholder) and to stop them from disappearing just like that with shareholder's money. Moreover your birth date will also be visible on websites which provide comapnies information. You can ask these websites to stop sharing your personal information. Every company must have a registered office within the UK which is the official legal address of the company. It must be a physical address (i.e.,Human
"not a PO Box without a physical location) as Companies House will use this address to send correspondence to. To incorporate a private limited company you need at least one director, who has to be over 16 years of age. You may also have a secretary, but this is optional. The information you will need to supply for each officer includes: You may also have officers that are companies or firms, and for these you will need to supply the company or firm name, its registered office address, details of the legal form of the company, where it is registered and if applicable its registration number.",Human
"You need to hire a tax professional and have them sort it out for you properly and advise you on how to proceed next. Don't do it yourself, you're way past the stage when you could. You're out of compliance, and you're right - there are penalties that a professional might know how to mitigate, and maybe even negotiate a waiver with the IRS, depending on the circumstances of the case. Be careful of answers like ""you don't need to pay anything"" that are based on nothing of facts. Based on what you said in the question and in the comments, it actually sounds like you do have to pay something, and you're in trouble with the IRS already.",Human
"It might be that you misunderstood something in the past (e.g.: you said the business had filed taxes before, but in fact that might never happened and you're confusing ""business filed taxes"" with ""I filed schedule C"") or it might be the actual factual representation of things (you did in fact filed a tax return for your business with the IRS, either form 1120 of some kind or 1065). In any case a good licensed (CPA or EA) professional will help you sort it out and educate you on what you need to do in the future.",Human
"Mostly ditto to Dillip Sarwate. Let me just add: I don't know how you're making your payments, whether through the biller's web site, your bank's web site, by mail, in person, etc. But whatever the mechanism, if there is a chance that waiting until the due date to pay may mean that you will miss the due date: don't. The cost of a late payment charge is likely to far exceed any interest you would collect on your savings. Bear in mind that we are talking pennies here. I don't know how much the monthly bills that we are discussing here come to. Say it's $3,000. I think that would be a lot for most people.",Human
"You say you're getting 3.6% on your savings. So if, on the average, you pay a bill 2 weeks later than you might have, you're getting an extra 2 / 52 x 3.6% x $3,000 in interest, or $4 per month. I think the last time I paid a late fee on a credit card it was $35, so if you make one mistake every 8 months and end up getting a late fee it will outweigh any savings. Personally, I pay most of my bills through either my bank's web site or the biller's web site.",Human
"The breakeven amount isn't at 8 years. You calculated how many years of paying $500 it would take to break even with one year of paying $4000. 8 x 10 years = 80 years. So by paying $500/year it will take you 80 years to have spent the same amount ($40000 total) as you did in 10 years. At this point it may seem obvious what the better choice is. Consider where you'll be after 10 years: In scenario #1 you've spent $5000 ($500*10) and have to continue spending $500/year indefinitely. In scenario #2 you've spent $40000 ($4000*10) and don't have to pay any more, but you currently have $35000 ($40000 - $5000) less than you did in scenario #1.",Human
"Your best course of action is to gather your paperwork, ask around your personal network for a recommendation for a good CPA, and pay that person to do your taxes (business and personal). Read through the completed package and have them walk you through every item you do not understand. I would continue doing this until you feel confident that you can file for yourself. Even then, the first couple of times I did my own, I'd pay them to review my work. Assuming you find a CPA with reasonable fees, they will likely point out tax inefficiencies in the way you do your business which will more than pay for their fees.",Human
"I would split the savings as you may need some of it quickly for an emergency. At least 1/2 should be very liquid, such as cash or MMA/Checking. From there, look at longer term CDs, from 30 day to 180 day, depending upon your situation. Don't be surprised if by the time you've saved the money up, your desire for the car will have waned. How many years will it take to save up enough? 2? 5? 10? You may want to review your current work position instead, so you'll make more and hopefully save more towards what you do want. Important: Be prepared for the speed bumps of life.",Human
"My landlord sold the house I was renting out from under me, as I was on a month-to-month contract. I had to have a full second deposit at the ready to put down when renting elsewhere, as well as the moving expenses. Luckily, I had done what my tax attorney had said, which is ""Create a cushion of liquid assets which can cover at least three months of your entire outgoing expenses.""   The Mormon philosophy is to carry at least one year's worth of supplies (food, water, materials) at all times in your home, for any contingency. Not Mormon, not religious, but willing to listen to others' opinions. As always, YMMV. Your Mileage May Vary.",Human
"Yes this is possible in the most liquid securities, but currently it would take several days to get filled in one contract at that amount There are also position size limits (set by the OCC and other Self Regulatory Organizations) that attempt to prevent people from cornering a market through the options market. (getting loads of contacts without effecting the price of the underlying asset, exercising those contracts and suddenly owning a huge stake of the asset and nobody saw it coming - although this is still VERY VERY possible) So for your example of an option of $1.00 per contract, then the position size limits would have prevented 100 million of those being opened (by one person/account that is).",Human
"Realistically, you would spread out your orders amongst several options strike prices and expiration dates. Stock Indexes are some very liquid examples, so for the Standard & Poors you can open options contracts on the SPY ETF, as well as the S&P 500 futures, as well as many other S&P 500 products that only trade options and do not have the ability to be traded as the underlying shares. And there is also the saying ""liquidity begets liquidity"", meaning that because you are making the market more liquid, other large market participants will also see the liquidity and want to participate, where they previously thought it was too illiquid and impossible to close a large position quickly",Human
"Nope, anything is that has the required information is fine. At a minimum you need to have the routing number, account number, amount, ""pay to"" line and a signature. The only laws are that it can't be written on anything illegal, like human skin, and it has to be portable, not carved on the side of a building ( for example) https://www.theguardian.com/notesandqueries/query/0,5753,-20434,00.html http://www.todayifoundout.com/index.php/2013/12/people-actually-cash-big-novelty-checks-even-possible/ That said, the MICR line and standard sizes will make things eaiser for they bank, but are hardly required. You could write your check on notebook paper so long as it had the right information, and the bank would have to ""cash it"".",Human
"Keep in mind that a check is an order to the bank to give your money to a person and nothing more. You could  write it out in sentence form. ""Give Bill $2 from account 12344221 routing number 123121133111 signed _________"" and it would be valid. In practice though, it would be a fight. Mostly the bank would try to urge you to use a standard check, or could hold the funds because it looks odd, till they received the ok from ""the other bank"". But.... If you rant to fight that fight....",Human
"Good question, very well asked! The key here is that you need to find a solution that works for you two without an overt amount of effort. So in a sense it is somewhat behavior driven, but it is also technology driven. My wife and I use spreadsheets for both checking account management and budgeting. A key time saver is that we have a template sheet that gets copied and pasted, then modified for the current month. Typically 90% of the stuff is the same and each month requires very little modification. This is one of my problems with EveryDollar. I have to enter everything each and every month.",Human
"We also have separate checking accounts and responsibility for different areas of the family expenses. Doing this risks that we act as roommates, but we both clearly understand the money in one persons account equally belongs to the other and during hard times had to make up for shortfalls on the part of the other. Also we use cash for groceries, eating out, and other day to day expenses. So we don't have a great need to track expenses or enter transactions. That is what works for us, and it takes us very little time to manage our money. The budget meeting normally lasts less than a half hour and that includes goal tracking.",Human
"The W4 specifies withholding for income taxes, FICA taxes are not impacted. The tax withholding is do that you do not need to make estimated tax payments. Failing to make sufficient quarterly estimated tax payments or withholding a sufficient amount could result in you being hit with under payment penalties but nothing more. The under payment penalties will be figured out as part of you income tax return. What you should have done when you discovered this was use the extra withholding line on the W4 to further increase your withholding. The nice thing about withholding is that you back load it and the IRS does not care. The company has no liability here.",Human
It is your responsibility to update them when your personal circumstances change. You will be fully responsible for the tax bill. There is no company paid portion of your income tax so they are not impacted. The company only pays an employer share of FICA and that is not impacted by how you fill out the W4. First thing to do is figure out how much you owe the IRS. Then determine if you can pay it or if you need to investigate an installment option. In any case make sure to file your return on time.,Human
"Currencies that are pegged or fixed require that foreign currencies are held by the central issuer at a proportional amount. This is analogous to having a portfolio of currencies that the central bank issues shares from - in the form of its own currency. We will continue with this analogy, if the central bank says these ""shares"" are worth $1, but the underlying components of the portfolio are worth $0.80 and decreasing, then it is expensive for the central bank to maintain its peg, and eventually they will have to disregard the peg as people start questioning the central bank's solvency.",Human
"(People will know the $1 they hold is not really worth what the central bank says it is, because of the price changes people experience in buying goods and services, especially when it comes to imports. Shadow economies will also trade using a currency more reflective of labor, which happens no matter what the government's punishments are for doing so). Swiss National Bank (central bank) did this in early 2015, as it experienced volatility in the Euro which it had previously been trying to keep it's currency pegged to. It became too expensive for it to keep this peg on its own.",Human
