Text,Label
"This paper studies the context aggregation problem in semantic image
segmentation. The existing researches focus on improving the pixel
representations by aggregating the contextual information within individual
images. Though impressive, these methods neglect the significance of the
representations of the pixels of the corresponding class beyond the input
image. To address this, this paper proposes to mine the contextual information
beyond individual images to further augment the pixel representations. We first
set up a feature memory module, which is updated dynamically during training,
to store the dataset-level representations of various categories. Then, we
learn class probability distribution of each pixel representation under the
supervision of the ground-truth segmentation.",Human
"At last, the representation of
each pixel is augmented by aggregating the dataset-level representations based
on the corresponding class probability distribution. Furthermore, by utilizing
the stored dataset-level representations, we also propose a representation
consistent learning strategy to make the classification head better address
intra-class compactness and inter-class dispersion. The proposed method could
be effortlessly incorporated into existing segmentation frameworks (e.g., FCN,
PSPNet, OCRNet and DeepLabV3) and brings consistent performance improvements. Mining contextual information beyond image allows us to report state-of-the-art
performance on various benchmarks: ADE20K, LIP, Cityscapes and COCO-Stuff.",Human
"We investigate Referring Image Segmentation (RIS), which outputs a
segmentation map corresponding to the given natural language description. To
solve RIS efficiently, we need to understand each word's relationship with
other words, each region in the image to other regions, and cross-modal
alignment between linguistic and visual domains. We argue that one of the
limiting factors in the recent methods is that they do not handle these
interactions simultaneously. To this end, we propose a novel architecture
called JRNet, which uses a Joint Reasoning Module(JRM) to concurrently capture
the inter-modal and intra-modal interactions.",Human
"In this work, we address the challenging task of few-shot segmentation. Previous few-shot segmentation methods mainly employ the information of support
images as guidance for query image segmentation. Although some works propose to
build cross-reference between support and query images, their extraction of
query information still depends on the support images. We here propose to
extract the information from the query itself independently to benefit the
few-shot segmentation task. To this end, we first propose a prior extractor to
learn the query information from the unlabeled images with our proposed
global-local contrastive learning. Then, we extract a set of predetermined
priors via this prior extractor.",Human
"Semantic segmentation of medical images is an essential first step in
computer-aided diagnosis systems for many applications. However, given many
disparate imaging modalities and inherent variations in the patient data, it is
difficult to consistently achieve high accuracy using modern deep neural
networks (DNNs). This has led researchers to propose interactive image
segmentation techniques where a medical expert can interactively correct the
output of a DNN to the desired accuracy. However, these techniques often need
separate training data with the associated human interactions, and do not
generalize to various diseases, and types of medical images.",Human
"In this paper, we
suggest a novel conditional inference technique for DNNs which takes the
intervention by a medical expert as test time constraints and performs
inference conditioned upon these constraints. Our technique is generic can be
used for medical images from any modality. Unlike other methods, our approach
can correct multiple structures simultaneously and add structures missed at
initial segmentation. We report an improvement of 13.3, 12.5, 17.8, 10.2, and
12.4 times in user annotation time than full human annotation for the nucleus,
multiple cells, liver and tumor, organ, and brain segmentation respectively. We
report a time saving of 2.8, 3.0, 1.9, 4.4, and 8.6 fold compared to other
interactive segmentation techniques.",Human
"While improving prediction accuracy has been the focus of machine learning in
recent years, this alone does not suffice for reliable decision-making. Deploying learning systems in consequential settings also requires calibrating
and communicating the uncertainty of predictions. To convey instance-wise
uncertainty for prediction tasks, we show how to generate set-valued
predictions from a black-box predictor that control the expected loss on future
test points at a user-specified level. Our approach provides explicit
finite-sample guarantees for any dataset by using a holdout set to calibrate
the size of the prediction sets.",Human
"This framework enables simple,
distribution-free, rigorous error control for many tasks, and we demonstrate it
in five large-scale machine learning problems: (1) classification problems
where some mistakes are more costly than others; (2) multi-label
classification, where each observation has multiple associated labels; (3)
classification problems where the labels have a hierarchical structure; (4)
image segmentation, where we wish to predict a set of pixels containing an
object of interest; and (5) protein structure prediction. Lastly, we discuss
extensions to uncertainty quantification for ranking, metric learning and
distributionally robust learning.",Human
"Deep learning has not been routinely employed for semantic segmentation of
seabed environment for synthetic aperture sonar (SAS) imagery due to the
implicit need of abundant training data such methods necessitate. Abundant
training data, specifically pixel-level labels for all images, is usually not
available for SAS imagery due to the complex logistics (e.g., diver survey,
chase boat, precision position information) needed for obtaining accurate
ground-truth. Many hand-crafted feature based algorithms have been proposed to
segment SAS in an unsupervised fashion. However, there is still room for
improvement as the feature extraction step of these methods is fixed. In this
work, we present a new iterative unsupervised algorithm for learning deep
features for SAS image segmentation.",Human
"We introduce a method that allows to automatically segment images into
semantically meaningful regions without human supervision. Derived regions are
consistent across different images and coincide with human-defined semantic
classes on some datasets. In cases where semantic regions might be hard for
human to define and consistently label, our method is still able to find
meaningful and consistent semantic classes. In our work, we use pretrained
StyleGAN2~\cite{karras2020analyzing} generative model: clustering in the
feature space of the generative model allows to discover semantic classes. Once
classes are discovered, a synthetic dataset with generated images and
corresponding segmentation masks can be created. After that a segmentation
model is trained on the synthetic dataset and is able to generalize to real
images.",Human
"The balance between high accuracy and high speed has always been a
challenging task in semantic image segmentation. Compact segmentation networks
are more widely used in the case of limited resources, while their performances
are constrained. In this paper, motivated by the residual learning and global
aggregation, we propose a simple yet general and effective knowledge
distillation framework called double similarity distillation (DSD) to improve
the classification accuracy of all existing compact networks by capturing the
similarity knowledge in pixel and category dimensions, respectively. Specifically, we propose a pixel-wise similarity distillation (PSD) module that
utilizes residual attention maps to capture more detailed spatial dependencies
across multiple layers.",Human
"Compared with exiting methods, the PSD module greatly
reduces the amount of calculation and is easy to expand. Furthermore,
considering the differences in characteristics between semantic segmentation
task and other computer vision tasks, we propose a category-wise similarity
distillation (CSD) module, which can help the compact segmentation network
strengthen the global category correlation by constructing the correlation
matrix. Combining these two modules, DSD framework has no extra parameters and
only a minimal increase in FLOPs. Extensive experiments on four challenging
datasets, including Cityscapes, CamVid, ADE20K, and Pascal VOC 2012, show that
DSD outperforms current state-of-the-art methods, proving its effectiveness and
generality. The code and models will be publicly available.",Human
"The segmentation of medical images is a fundamental step in automated
clinical decision support systems. Existing medical image segmentation methods
based on supervised deep learning, however, remain problematic because of their
reliance on large amounts of labelled training data. Although medical imaging
data repositories continue to expand, there has not been a commensurate
increase in the amount of annotated data. Hence, we propose a new spatial
guided self-supervised clustering network (SGSCN) for medical image
segmentation, where we introduce multiple loss functions designed to aid in
grouping image pixels that are spatially connected and have similar feature
representations. It iteratively learns feature representations and clustering
assignment of each pixel in an end-to-end fashion from a single image.",Human
"The reliability of Deep Learning systems depends on their accuracy but also
on their robustness against adversarial perturbations to the input data. Several attacks and defenses have been proposed to improve the performance of
Deep Neural Networks under the presence of adversarial noise in the natural
image domain. However, robustness in computer-aided diagnosis for volumetric
data has only been explored for specific tasks and with limited attacks. We
propose a new framework to assess the robustness of general medical image
segmentation systems.",Human
"Semi-supervised learning has attracted great attention in the field of
machine learning, especially for medical image segmentation tasks, since it
alleviates the heavy burden of collecting abundant densely annotated data for
training. However, most of existing methods underestimate the importance of
challenging regions (e.g. small branches or blurred edges) during training. We
believe that these unlabeled regions may contain more crucial information to
minimize the uncertainty prediction for the model and should be emphasized in
the training process. Therefore, in this paper, we propose a novel Mutual
Consistency Network (MC-Net) for semi-supervised left atrium segmentation from
3D MR images.",Human
"Particularly, our MC-Net consists of one encoder and two slightly
different decoders, and the prediction discrepancies of two decoders are
transformed as an unsupervised loss by our designed cycled pseudo label scheme
to encourage mutual consistency. Such mutual consistency encourages the two
decoders to have consistent and low-entropy predictions and enables the model
to gradually capture generalized features from these unlabeled challenging
regions. We evaluate our MC-Net on the public Left Atrium (LA) database and it
obtains impressive performance gains by exploiting the unlabeled data
effectively. Our MC-Net outperforms six recent semi-supervised methods for left
atrium segmentation, and sets the new state-of-the-art performance on the LA
database.",Human
"A strong visual object tracker nowadays relies on its well-crafted modules,
which typically consist of manually-designed network architectures to deliver
high-quality tracking results. Not surprisingly, the manual design process
becomes a particularly challenging barrier, as it demands sufficient prior
experience, enormous effort, intuition and perhaps some good luck. Meanwhile,
neural architecture search has gaining grounds in practical applications such
as image segmentation, as a promising method in tackling the issue of automated
search of feasible network structures. In this work, we propose a novel
cell-level differentiable architecture search mechanism to automate the network
design of the tracking module, aiming to adapt backbone features to the
objective of a tracking network during offline training.",Human
"We introduce $\textit{InExtremIS}$, a weakly supervised 3D approach to train
a deep image segmentation network using particularly weak train-time
annotations: only 6 extreme clicks at the boundary of the objects of interest. Our fully-automatic method is trained end-to-end and does not require any
test-time annotations. From the extreme points, 3D bounding boxes are extracted
around objects of interest. Then, deep geodesics connecting extreme points are
generated to increase the amount of ""annotated"" voxels within the bounding
boxes. Finally, a weakly supervised regularised loss derived from a Conditional
Random Field formulation is used to encourage prediction consistency over
homogeneous regions. Extensive experiments are performed on a large open
dataset for Vestibular Schwannoma segmentation.",Human
"Semantic, instance, and panoptic segmentations have been addressed using
different and specialized frameworks despite their underlying connections. This
paper presents a unified, simple, and effective framework for these essentially
similar tasks. The framework, named K-Net, segments both instances and semantic
categories consistently by a group of learnable kernels, where each kernel is
responsible for generating a mask for either a potential instance or a stuff
class. To remedy the difficulties of distinguishing various instances, we
propose a kernel update strategy that enables each kernel dynamic and
conditional on its meaningful group in the input image. K-Net can be trained in
an end-to-end manner with bipartite matching, and its training and inference
are naturally NMS-free and box-free.",Human
"Fully convolutional U-shaped neural networks have largely been the dominant
approach for pixel-wise image segmentation. In this work, we tackle two defects
that hinder their deployment in real-world applications: 1) Predictions lack
uncertainty quantification that may be crucial to many decision-making systems;
2) Large memory storage and computational consumption demanding extensive
hardware resources. To address these issues and improve their practicality we
demonstrate a few-parameter compact Bayesian convolutional architecture, that
achieves a marginal improvement in accuracy in comparison to related work using
significantly fewer parameters and compute operations. The architecture
combines parameter-efficient operations such as separable convolutions,
bilinear interpolation, multi-scale feature propagation and Bayesian inference
for per-pixel uncertainty quantification through Monte Carlo Dropout.",Human
"Semantic segmentation from very fine resolution (VFR) urban scene images
plays a significant role in several application scenarios including autonomous
driving, land cover classification, and urban planning, etc. However, the
tremendous details contained in the VFR image severely limit the potential of
the existing deep learning approaches. More seriously, the considerable
variations in scale and appearance of objects further deteriorate the
representational capacity of those se-mantic segmentation methods, leading to
the confusion of adjacent objects. Addressing such is-sues represents a
promising research field in the remote sensing community, which paves the way
for scene-level landscape pattern analysis and decision making.",Human
"In this
manuscript, we pro-pose a bilateral awareness network (BANet) which contains a
dependency path and a texture path to fully capture the long-range
relationships and fine-grained details in VFR images. Specif-ically, the
dependency path is conducted based on the ResT, a novel Transformer backbone
with memory-efficient multi-head self-attention, while the texture path is
built on the stacked convo-lution operation. Besides, using the linear
attention mechanism, a feature aggregation module (FAM) is designed to
effectively fuse the dependency features and texture features. Extensive
experiments conducted on the three large-scale urban scene image segmentation
datasets, i.e., ISPRS Vaihingen dataset, ISPRS Potsdam dataset, and UAVid
dataset, demonstrate the effective-ness of our BANet. Specifically, a 64.6%
mIoU is achieved on the UAVid dataset.",Human
"Many approaches to 3D image segmentation are based on hierarchical clustering
of supervoxels into image regions. Here we describe a distributed algorithm
capable of handling a tremendous number of supervoxels. The algorithm works
recursively, the regions are divided into chunks that are processed
independently in parallel by multiple workers. At each round of the recursive
procedure, the chunk size in all dimensions are doubled until a single chunk
encompasses the entire image. The final result is provably independent of the
chunking scheme, and the same as if the entire image were processed without
division into chunks. This is nontrivial because a pair of adjacent regions is
scored by some statistical property (e.g.",Human
"Accurate segmentation of medical images into anatomically meaningful regions
is critical for the extraction of quantitative indices or biomarkers. The
common pipeline for segmentation comprises regions of interest detection stage
and segmentation stage, which are independent of each other and typically
performed using separate deep learning networks. The performance of the
segmentation stage highly relies on the extracted set of spatial features and
the receptive fields. In this work, we propose an end-to-end network, called
Trilateral Attention Network (TaNet), for real-time detection and segmentation
in medical images.",Human
"TaNet has a module for region localization, and three
segmentation pathways: 1) handcrafted pathway with hand-designed convolutional
kernels, 2) detail pathway with regular convolutional kernels, and 3) a global
pathway to enlarge the receptive field. The first two pathways encode rich
handcrafted and low-level features extracted by hand-designed and regular
kernels while the global pathway encodes high-level context information. By
jointly training the network for localization and segmentation using different
sets of features, TaNet achieved superior performance, in terms of accuracy and
speed, when evaluated on an echocardiography dataset for cardiac segmentation. The code and models will be made publicly available in TaNet Github page.",Human
"This paper reports a CPU-level real-time stereo matching method for surgical
images (10 Hz on 640 * 480 image with a single core of i5-9400). The proposed
method is built on the fast ''dense inverse searching'' algorithm, which
estimates the disparity of the stereo images. The overlapping image patches
(arbitrary squared image segment) from the images at different scales are
aligned based on the photometric consistency presumption. We propose a Bayesian
framework to evaluate the probability of the optimized patch disparity at
different scales. Moreover, we introduce a spatial Gaussian mixed probability
distribution to address the pixel-wise probability within the patch.",Human
"The segmentation of nanoscale electron microscopy (EM) images is crucial but
challenging in connectomics. Recent advances in deep learning have demonstrated
the significant potential of automatic segmentation for tera-scale EM images. However, none of the existing segmentation methods are error-free, and they
require proofreading, which is typically implemented as an interactive,
semi-automatic process via manual intervention. Herein, we propose a fully
automatic proofreading method based on reinforcement learning. The main idea is
to model the human decision process in proofreading using a reinforcement agent
to achieve fully automatic proofreading. We systematically design the proposed
system by combining multiple reinforcement learning agents in a hierarchical
manner, where each agent focuses only on a specific task while preserving
dependency between agents.",Human
"In applied image segmentation tasks, the ability to provide numerous and
precise labels for training is paramount to the accuracy of the model at
inference time. However, this overhead is often neglected, and recently
proposed segmentation architectures rely heavily on the availability and
fidelity of ground truth labels to achieve state-of-the-art accuracies. Failure
to acknowledge the difficulty in creating adequate ground truths can lead to an
over-reliance on pre-trained models or a lack of adoption in real-world
applications. We introduce Points2Polygons (P2P), a model which makes use of
contextual metric learning techniques that directly addresses this problem.",Human
"Performing inference in graphs is a common task within several machine
learning problems, e.g., image segmentation, community detection, among others. For a given undirected connected graph, we tackle the statistical problem of
exactly recovering an unknown ground-truth binary labeling of the nodes from a
single corrupted observation of each edge. Such problem can be formulated as a
quadratic combinatorial optimization problem over the boolean hypercube, where
it has been shown before that one can (with high probability and in polynomial
time) exactly recover the ground-truth labeling of graphs that have an
isoperimetric number that grows with respect to the number of nodes (e.g.,
complete graphs, regular expanders).",Human
"In this work, we apply a powerful
hierarchy of relaxations, known as the sum-of-squares (SoS) hierarchy, to the
combinatorial problem. Motivated by empirical evidence on the improvement in
exact recoverability, we center our attention on the degree-4 SoS relaxation
and set out to understand the origin of such improvement from a graph
theoretical perspective. We show that the solution of the dual of the relaxed
problem is related to finding edge weights of the Johnson and Kneser graphs,
where the weights fulfill the SoS constraints and intuitively allow the input
graph to increase its algebraic connectivity. Finally, as byproduct of our
analysis, we derive a novel Cheeger-type lower bound for the algebraic
connectivity of graphs with signed edge weights.",Human
"As the most economical and routine auxiliary examination in the diagnosis of
root canal treatment, oral X-ray has been widely used by stomatologists. It is
still challenging to segment the tooth root with a blurry boundary for the
traditional image segmentation method. To this end, we propose a model for
high-resolution segmentation based on polynomial curve fitting with landmark
detection (HS-PCL). It is based on detecting multiple landmarks evenly
distributed on the edge of the tooth root to fit a smooth polynomial curve as
the segmentation of the tooth root, thereby solving the problem of fuzzy edge.",Human
"In our model, a maximum number of the shortest distances algorithm (MNSDA) is
proposed to automatically reduce the negative influence of the wrong landmarks
which are detected incorrectly and deviate from the tooth root on the fitting
result. Our numerical experiments demonstrate that the proposed approach not
only reduces Hausdorff95 (HD95) by 33.9% and Average Surface Distance (ASD) by
42.1% compared with the state-of-the-art method, but it also achieves excellent
results on the minute quantity of datasets, which greatly improves the
feasibility of automatic root canal therapy evaluation by medical image
computing.",Human
"Active contours Model (ACM) has been extensively used in computer vision and
image processing. In recent studies, Convolutional Neural Networks (CNNs) have
been combined with active contours replacing the user in the process of contour
evolution and image segmentation to eliminate limitations associated with ACM's
dependence on parameters of the energy functional and initialization. However,
prior works did not aim for automatic initialization which is addressed here. In addition to manual initialization, current methods are highly sensitive to
initial location and fail to delineate borders accurately. We propose a fully
automatic image segmentation method to address problems of manual
initialization, insufficient capture range, and poor convergence to boundaries,
in addition to the problem of assignment of energy functional parameters.",Human
"We
train two CNNs, which predict active contour weighting parameters and generate
a ground truth mask to extract Distance Transform (DT) and an initialization
circle. Distance transform is used to form a vector field pointing from each
pixel of the image towards the closest point on the boundary, the size of which
is equal to the Euclidean distance map. We evaluate our method on four publicly
available datasets including two building instance segmentation datasets,
Vaihingen and Bing huts, and two mammography image datasets, INBreast and
DDSM-BCRP. Our approach outperforms latest research by 0.59 ans 2.39 percent in
mean Intersection-over-Union (mIoU), 7.38 and 8.62 percent in Boundary F-score
(BoundF) for Vaihingen and Bing huts datasets, respectively.",Human
"Given a natural language expression and an image/video, the goal of referring
segmentation is to produce the pixel-level masks of the entities described by
the subject of the expression. Previous approaches tackle this problem by
implicit feature interaction and fusion between visual and linguistic
modalities in a one-stage manner. However, human tends to solve the referring
problem in a progressive manner based on informative words in the expression,
i.e., first roughly locating candidate entities and then distinguishing the
target one. In this paper, we propose a Cross-Modal Progressive Comprehension
(CMPC) scheme to effectively mimic human behaviors and implement it as a CMPC-I
(Image) module and a CMPC-V (Video) module to improve referring image and video
segmentation models.",Human
"For image data, our CMPC-I module first employs entity and
attribute words to perceive all the related entities that might be considered
by the expression. Then, the relational words are adopted to highlight the
target entity as well as suppress other irrelevant ones by spatial graph
reasoning. For video data, our CMPC-V module further exploits action words
based on CMPC-I to highlight the correct entity matched with the action cues by
temporal graph reasoning. In addition to the CMPC, we also introduce a simple
yet effective Text-Guided Feature Exchange (TGFE) module to integrate the
reasoned multimodal features corresponding to different levels in the visual
backbone under the guidance of textual information.",Human
"Food image segmentation is a critical and indispensible task for developing
health-related applications such as estimating food calories and nutrients. Existing food image segmentation models are underperforming due to two reasons:
(1) there is a lack of high quality food image datasets with fine-grained
ingredient labels and pixel-wise location masks -- the existing datasets either
carry coarse ingredient labels or are small in size; and (2) the complex
appearance of food makes it difficult to localize and recognize ingredients in
food images, e.g., the ingredients may overlap one another in the same image,
and the identical ingredient may appear distinctly in different food images.",Human
"In
this work, we build a new food image dataset FoodSeg103 (and its extension
FoodSeg154) containing 9,490 images. We annotate these images with 154
ingredient classes and each image has an average of 6 ingredient labels and
pixel-wise masks. In addition, we propose a multi-modality pre-training
approach called ReLeM that explicitly equips a segmentation model with rich and
semantic food knowledge. In experiments, we use three popular semantic
segmentation methods (i.e., Dilated Convolution based, Feature Pyramid based,
and Vision Transformer based) as baselines, and evaluate them as well as ReLeM
on our new datasets.",Human
"Incorporating shape information is essential for the delineation of many
organs and anatomical structures in medical images. While previous work has
mainly focused on parametric spatial transformations applied on reference
template shapes, in this paper, we address the Bayesian inference of parametric
shape models for segmenting medical images with the objective to provide
interpretable results. The proposed framework defines a likelihood appearance
probability and a prior label probability based on a generic shape function
through a logistic function. A reference length parameter defined in the
sigmoid controls the trade-off between shape and appearance information.",Human
"The
inference of shape parameters is performed within an Expectation-Maximisation
approach where a Gauss-Newton optimization stage allows to provide an
approximation of the posterior probability of shape parameters. This framework
is applied to the segmentation of cochlea structures from clinical CT images
constrained by a 10 parameter shape model. It is evaluated on three different
datasets, one of which includes more than 200 patient images. The results show
performances comparable to supervised methods and better than previously
proposed unsupervised ones. It also enables an analysis of parameter
distributions and the quantification of segmentation uncertainty including the
effect of the shape model.",Human
"The Voronoi diagram-based dual-front active contour models are known as a
powerful and efficient way for addressing the image segmentation and domain
partitioning problems. In the basic formulation of the dual-front models, the
evolving contours can be considered as the interfaces of adjacent Voronoi
regions. Among these dual-front models, a crucial ingredient is regarded as the
geodesic metrics by which the geodesic distances and the corresponding Voronoi
diagram can be estimated. In this paper, we introduce a type of asymmetric
quadratic metrics dual-front model. The metrics considered are built by the
integration of the image features and a vector field derived from the evolving
contours.",Human
"BiSeNet has been proved to be a popular two-stream network for real-time
segmentation. However, its principle of adding an extra path to encode spatial
information is time-consuming, and the backbones borrowed from pretrained
tasks, e.g., image classification, may be inefficient for image segmentation
due to the deficiency of task-specific design. To handle these problems, we
propose a novel and efficient structure named Short-Term Dense Concatenate
network (STDC network) by removing structure redundancy. Specifically, we
gradually reduce the dimension of feature maps and use the aggregation of them
for image representation, which forms the basic module of STDC network. In the
decoder, we propose a Detail Aggregation module by integrating the learning of
spatial information into low-level layers in single-stream manner.",Human
"Advances in object-centric generative models (OCGMs) have culminated in the
development of a broad range of methods for unsupervised object segmentation
and interpretable object-centric scene generation. These methods, however, are
limited to simulated and real-world datasets with limited visual complexity. Moreover, object representations are often inferred using RNNs which do not
scale well to large images or iterative refinement which avoids imposing an
unnatural ordering on objects in an image but requires the a priori
initialisation of a fixed number of object representations. In contrast to
established paradigms, this work proposes an embedding-based approach in which
embeddings of pixels are clustered in a differentiable fashion using a
stochastic, non-parametric stick-breaking process.",Human
"Training deep networks with limited labeled data while achieving a strong
generalization ability is key in the quest to reduce human annotation efforts. This is the goal of semi-supervised learning, which exploits more widely
available unlabeled data to complement small labeled data sets. In this paper,
we propose a novel framework for discriminative pixel-level tasks using a
generative model of both images and labels. Concretely, we learn a generative
adversarial network that captures the joint image-label distribution and is
trained efficiently using a large set of unlabeled images supplemented with
only few labeled ones. We build our architecture on top of StyleGAN2, augmented
with a label synthesis branch.",Human
"Image labeling at test time is achieved by first
embedding the target image into the joint latent space via an encoder network
and test-time optimization, and then generating the label from the inferred
embedding. We evaluate our approach in two important domains: medical image
segmentation and part-based face segmentation. We demonstrate strong in-domain
performance compared to several baselines, and are the first to showcase
extreme out-of-domain generalization, such as transferring from CT to MRI in
medical imaging, and photographs of real faces to paintings, sculptures, and
even cartoons and animal faces. Project Page:
\url{https://nv-tlabs.github.io/semanticGAN/}",Human
"Colorectal cancer (CRC) is the first cause of death in many countries. CRC
originates from a small clump of cells on the lining of the colon called
polyps, which over time might grow and become malignant. Early detection and
removal of polyps are therefore necessary for the prevention of colon cancer. In this paper, we introduce an ensemble of medical polyp segmentation
algorithms. Based on an observation that different segmentation algorithms will
perform well on different subsets of examples because of the nature and size of
training sets they have been exposed to and because of method-intrinsic
factors, we propose to measure the confidence in the prediction of each
algorithm and then use an associate threshold to determine whether the
confidence is acceptable or not.",Human
"Computer vision has shown promising results in medical image processing. Pneumothorax is a deadly condition and if not diagnosed and treated at time
then it causes death. It can be diagnosed with chest X-ray images. We need an
expert and experienced radiologist to predict whether a person is suffering
from pneumothorax or not by looking at the chest X-ray images. Everyone does
not have access to such a facility. Moreover, in some cases, we need quick
diagnoses. So we propose an image segmentation model to predict and give the
output a mask that will assist the doctor in taking this crucial decision. Deep
Learning has proved their worth in many areas and outperformed man
state-of-the-art models.",Human
"With the increase in available large clinical and experimental datasets,
there has been substantial amount of work being done on addressing the
challenges in the area of biomedical image analysis. Image segmentation, which
is crucial for any quantitative analysis, has especially attracted attention. Recent hardware advancement has led to the success of deep learning approaches. However, although deep learning models are being trained on large datasets,
existing methods do not use the information from different learning epochs
effectively. In this work, we leverage the information of each training epoch
to prune the prediction maps of the subsequent epochs.",Human
"We propose a novel
architecture called feedback attention network (FANet) that unifies the
previous epoch mask with the feature map of the current training epoch. The
previous epoch mask is then used to provide a hard attention to the learnt
feature maps at different convolutional layers. The network also allows to
rectify the predictions in an iterative fashion during the test time. We show
that our proposed feedback attention model provides a substantial improvement
on most segmentation metrics tested on seven publicly available biomedical
imaging datasets demonstrating the effectiveness of the proposed FANet.",Human
"Few-shot segmentation has been attracting a lot of attention due to its
effectiveness to segment unseen object classes with a few annotated samples. Most existing approaches use masked Global Average Pooling (GAP) to encode an
annotated support image to a feature vector to facilitate query image
segmentation. However, this pipeline unavoidably loses some discriminative
information due to the average operation. In this paper, we propose a simple
but effective self-guided learning approach, where the lost critical
information is mined. Specifically, through making an initial prediction for
the annotated support image, the covered and uncovered foreground regions are
encoded to the primary and auxiliary support vectors using masked GAP,
respectively.",Human
